office,statefips,countyfips,dem_margin
312,42,42127,-0.2508191067425419
312,42,42129,-0.11025643951930425
312,42,42131,-0.24759069184361043
312,42,42133,-0.2417334459075805
308,42,42001,-0.35849135236507607
308,42,42003,0.16433121407460138
308,42,42005,-0.5117373838814964
308,42,42007,-0.18512467144988282
308,42,42009,-0.6729134058124286
308,42,42011,-0.09880761604693483
308,42,42013,-0.4549429898267107
308,42,42015,-0.45301316093280997
308,42,42017,0.00783916211875213
308,42,42019,-0.36559095916119294
308,42,42021,-0.3678697806086342
308,42,42023,-0.4787330316742081
308,42,42025,-0.33825406132514746
308,42,42027,0.02346488675022962
308,42,42029,0.09493504034219391
308,42,42031,-0.470158550396376
308,42,42033,-0.48428364688856734
308,42,42035,-0.3404063205417608
308,42,42037,-0.31817862906054867
308,42,42039,-0.37066617300928256
308,42,42041,-0.17808496509725796
308,42,42043,0.02916157622758625
308,42,42045,0.22294344816527245
308,42,42047,-0.42427992025847255
308,42,42049,-0.015651367195310184
308,42,42051,-0.3076581822214828
308,42,42053,-0.43695742042166186
308,42,42055,-0.4632516384391447
308,42,42057,-0.7055178518737091
308,42,42059,-0.4012477943029998
308,42,42061,-0.5050991932619615
308,42,42063,-0.3537198835054276
308,42,42065,-0.5925659718656947
308,42,42067,-0.6118539592223804
308,42,42069,0.03447185931573504
308,42,42071,-0.1939279723320977
308,42,42073,-0.2779968838251047
308,42,42075,-0.34513543349919207
308,42,42077,0.047418210729659016
308,42,42079,-0.19305965371851574
308,42,42081,-0.4421388198939978
308,42,42083,-0.46698576337751596
308,42,42085,-0.2424534907927856
308,42,42087,-0.5491534533727492
308,42,42089,0.007592841035594988
308,42,42091,0.2128133463428868
308,42,42093,-0.28412809724170174
308,42,42095,-0.03779588561625835
308,42,42097,-0.4237407537865446
308,42,42099,-0.5191416958124586
308,42,42101,0.6697645775614486
308,42,42103,-0.2605264166123903
308,42,42105,-0.629323499491353
308,42,42107,-0.42961268438905104
308,42,42109,-0.46845808564842906
308,42,42111,-0.5545144567959416
308,42,42113,-0.49139030612244894
308,42,42115,-0.41181148279701
308,42,42117,-0.5248284432917275
308,42,42119,-0.25413353166657127
308,42,42121,-0.41587804564724024
308,42,42123,-0.3940664301838117
308,42,42125,-0.24508394692324997
308,42,42127,-0.38454492463985346
308,42,42129,-0.309839121051599
308,42,42131,-0.38237979306147296
308,42,42133,-0.28844055396122653
